InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month,Year,DayOfWeek
536668,22752,SET 7 BABUSHKA NESTING BOXES,24,2011-03-15 11:32:00,8.14,12986,United Kingdom,195.36,2011-03,2011,Tuesday
536668,22423,REGENCY CAKESTAND 3 TIER,3,2011-03-15 11:32:00,13.14,12986,United Kingdom,39.42,2011-03,2011,Tuesday
536668,85099B,JUMBO BAG RED RETROSPOT,2,2011-03-15 11:32:00,1.93,12986,United Kingdom,3.86,2011-03,2011,Tuesday
536668,23200,JUMBO BAG VINTAGE RED PAISLEY,3,2011-03-15 11:32:00,1.94,12986,United Kingdom,5.82,2011-03,2011,Tuesday
536669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-02-08 15:12:00,2.43,13613,EIRE,7.29,2011-02,2011,Tuesday
536669,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2011-02-08 15:12:00,6.91,13613,EIRE,165.84,2011-02,2011,Tuesday
536669,22615,SET OF 6 WOODLAND PAPER PLATES,2,2011-02-08 15:12:00,3.69,13613,EIRE,7.38,2011-02,2011,Tuesday
536669,85116,BLACK CANDELABRA T-LIGHT HOLDER,48,2011-02-08 15:12:00,2.09,13613,EIRE,100.32,2011-02,2011,Tuesday
536669,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-02-08 15:12:00,3.43,13613,EIRE,3.43,2011-02,2011,Tuesday
536669,22633,HAND WARMER UNION JACK,3,2011-02-08 15:12:00,1.86,13613,EIRE,5.58,2011-02,2011,Tuesday
536670,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2011-04-10 13:32:00,7.12,18155,United Kingdom,28.48,2011-04,2011,Sunday
536670,22617,SET OF 6 WOODLAND NAPKINS,1,2011-04-10 13:32:00,3.57,18155,United Kingdom,3.57,2011-04,2011,Sunday
536670,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-04-10 13:32:00,2.99,18155,United Kingdom,5.98,2011-04,2011,Sunday
536670,71053,WHITE METAL LANTERN,3,2011-04-10 13:32:00,3.58,18155,United Kingdom,10.74,2011-04,2011,Sunday
536670,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,24,2011-04-10 13:32:00,4.42,18155,United Kingdom,106.08,2011-04,2011,Sunday
536670,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-04-10 13:32:00,1.67,18155,United Kingdom,5.01,2011-04,2011,Sunday
536670,47566,PARTY BUNTING,6,2011-04-10 13:32:00,4.71,18155,United Kingdom,28.26,2011-04,2011,Sunday
536671,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-15 14:45:00,7.86,17147,Portugal,7.86,2011-06,2011,Wednesday
536671,22617,SET OF 6 WOODLAND NAPKINS,2,2011-06-15 14:45:00,3.29,17147,Portugal,6.58,2011-06,2011,Wednesday
536671,21754,HOME BUILDING BLOCK WORD,3,2011-06-15 14:45:00,6.1,17147,Portugal,18.3,2011-06,2011,Wednesday
536671,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-06-15 14:45:00,7.01,17147,Portugal,28.04,2011-06,2011,Wednesday
536671,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-06-15 14:45:00,7.39,17147,Portugal,22.17,2011-06,2011,Wednesday
536671,48187,DOORMAT FAIRY CAKE,1,2011-06-15 14:45:00,7.59,17147,Portugal,7.59,2011-06,2011,Wednesday
536671,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-06-15 14:45:00,2.29,17147,Portugal,4.58,2011-06,2011,Wednesday
536671,21754,HOME BUILDING BLOCK WORD,1,2011-06-15 14:45:00,5.66,17147,Portugal,5.66,2011-06,2011,Wednesday
536671,85116,BLACK CANDELABRA T-LIGHT HOLDER,1,2011-06-15 14:45:00,2.0,17147,Portugal,2.0,2011-06,2011,Wednesday
536671,22616,SET OF 6 WOODLAND PAPER CUPS,4,2011-06-15 14:45:00,3.47,17147,Portugal,13.88,2011-06,2011,Wednesday
536671,22632,HAND WARMER RED POLKA DOT,1,2011-06-15 14:45:00,1.81,17147,Portugal,1.81,2011-06,2011,Wednesday
536671,22633,HAND WARMER UNION JACK,6,2011-06-15 14:45:00,1.88,17147,Portugal,11.28,2011-06,2011,Wednesday
536671,85099B,JUMBO BAG RED RETROSPOT,4,2011-06-15 14:45:00,1.91,17147,Portugal,7.64,2011-06,2011,Wednesday
536671,22745,POPPY'S PLAYHOUSE BEDROOM,12,2011-06-15 14:45:00,2.08,17147,Portugal,24.96,2011-06,2011,Wednesday
536672,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-10-16 09:55:00,9.58,17559,United Kingdom,9.58,2011-10,2011,Sunday
536672,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-10-16 09:55:00,3.39,17559,United Kingdom,10.17,2011-10,2011,Sunday
536672,23203,JUMBO BAG BAROQUE BLACK WHITE,6,2011-10-16 09:55:00,1.99,17559,United Kingdom,11.94,2011-10,2011,Sunday
536672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-16 09:55:00,2.45,17559,United Kingdom,14.7,2011-10,2011,Sunday
536672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-16 09:55:00,2.68,17559,United Kingdom,16.08,2011-10,2011,Sunday
536672,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-10-16 09:55:00,2.65,17559,United Kingdom,7.95,2011-10,2011,Sunday
536672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-16 09:55:00,2.57,17559,United Kingdom,7.71,2011-10,2011,Sunday
536672,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-10-16 09:55:00,5.39,17559,United Kingdom,10.78,2011-10,2011,Sunday
536672,21777,RECIPE BOX WITH METAL HEART,2,2011-10-16 09:55:00,8.27,17559,United Kingdom,16.54,2011-10,2011,Sunday
536672,21777,RECIPE BOX WITH METAL HEART,6,2011-10-16 09:55:00,8.74,17559,United Kingdom,52.44,2011-10,2011,Sunday
536672,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-10-16 09:55:00,7.09,17559,United Kingdom,14.18,2011-10,2011,Sunday
536673,22615,SET OF 6 WOODLAND PAPER PLATES,12,2011-05-19 09:00:00,3.57,16089,France,42.84,2011-05,2011,Thursday
536673,22632,HAND WARMER RED POLKA DOT,1,2011-05-19 09:00:00,1.76,16089,France,1.76,2011-05,2011,Thursday
536673,22195,LARGE HEART MEASURING SPOONS,4,2011-05-19 09:00:00,1.24,16089,France,4.96,2011-05,2011,Thursday
536673,22310,IVORY KNITTED MUG COSY,3,2011-05-19 09:00:00,1.66,16089,France,4.98,2011-05,2011,Thursday
536673,23203,JUMBO BAG BAROQUE BLACK WHITE,4,2011-05-19 09:00:00,2.0,16089,France,8.0,2011-05,2011,Thursday
536673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-05-19 09:00:00,2.8,16089,France,67.2,2011-05,2011,Thursday
536674,21755,LOVE BUILDING BLOCK WORD,1,2011-10-21 13:55:00,6.26,12720,Switzerland,6.26,2011-10,2011,Friday
536675,23203,JUMBO BAG BAROQUE BLACK WHITE,12,2011-10-10 09:22:00,2.14,15851,Spain,25.68,2011-10,2011,Monday
536675,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-10 09:22:00,4.51,15851,Spain,4.51,2011-10,2011,Monday
536675,22745,POPPY'S PLAYHOUSE BEDROOM,12,2011-10-10 09:22:00,2.22,15851,Spain,26.64,2011-10,2011,Monday
536675,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2011-10-10 09:22:00,3.15,15851,Spain,12.6,2011-10,2011,Monday
536675,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-10-10 09:22:00,2.67,15851,Spain,16.02,2011-10,2011,Monday
536675,21754,HOME BUILDING BLOCK WORD,48,2011-10-10 09:22:00,6.4,15851,Spain,307.2,2011-10,2011,Monday
536675,23200,JUMBO BAG VINTAGE RED PAISLEY,2,2011-10-10 09:22:00,1.9,15851,Spain,3.8,2011-10,2011,Monday
536675,22633,HAND WARMER UNION JACK,3,2011-10-10 09:22:00,1.89,15851,Spain,5.67,2011-10,2011,Monday
536675,22310,IVORY KNITTED MUG COSY,6,2011-10-10 09:22:00,1.62,15851,Spain,9.72,2011-10,2011,Monday
536675,22752,SET 7 BABUSHKA NESTING BOXES,48,2011-10-10 09:22:00,7.39,15851,Spain,354.72,2011-10,2011,Monday
536675,71053,WHITE METAL LANTERN,24,2011-10-10 09:22:00,3.3,15851,Spain,79.2,2011-10,2011,Monday
536675,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-10-10 09:22:00,7.19,15851,Spain,7.19,2011-10,2011,Monday
536676,85116,BLACK CANDELABRA T-LIGHT HOLDER,4,2011-11-09 09:42:00,2.02,13458,EIRE,8.08,2011-11,2011,Wednesday
536676,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2011-11-09 09:42:00,4.09,13458,EIRE,24.54,2011-11,2011,Wednesday
536676,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-09 09:42:00,12.24,13458,EIRE,24.48,2011-11,2011,Wednesday
536676,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-11-09 09:42:00,7.07,13458,EIRE,42.42,2011-11,2011,Wednesday
536676,22617,SET OF 6 WOODLAND NAPKINS,1,2011-11-09 09:42:00,3.61,13458,EIRE,3.61,2011-11,2011,Wednesday
536676,22633,HAND WARMER UNION JACK,1,2011-11-09 09:42:00,1.84,13458,EIRE,1.84,2011-11,2011,Wednesday
536676,21777,RECIPE BOX WITH METAL HEART,24,2011-11-09 09:42:00,8.44,13458,EIRE,202.56,2011-11,2011,Wednesday
536676,22633,HAND WARMER UNION JACK,1,2011-11-09 09:42:00,1.92,13458,EIRE,1.92,2011-11,2011,Wednesday
536677,22745,POPPY'S PLAYHOUSE BEDROOM,48,2011-09-22 08:19:00,2.26,12852,United Kingdom,108.48,2011-09,2011,Thursday
536677,21755,LOVE BUILDING BLOCK WORD,6,2011-09-22 08:19:00,6.34,12852,United Kingdom,38.04,2011-09,2011,Thursday
536677,22632,HAND WARMER RED POLKA DOT,3,2011-09-22 08:19:00,1.9,12852,United Kingdom,5.7,2011-09,2011,Thursday
536677,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-09-22 08:19:00,3.62,12852,United Kingdom,3.62,2011-09,2011,Thursday
536677,23200,JUMBO BAG VINTAGE RED PAISLEY,6,2011-09-22 08:19:00,1.94,12852,United Kingdom,11.64,2011-09,2011,Thursday
536677,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-09-22 08:19:00,10.7,12852,United Kingdom,21.4,2011-09,2011,Thursday
536677,23200,JUMBO BAG VINTAGE RED PAISLEY,1,2011-09-22 08:19:00,1.9,12852,United Kingdom,1.9,2011-09,2011,Thursday
536678,22633,HAND WARMER UNION JACK,6,2011-11-25 08:38:00,1.83,14968,United Kingdom,10.98,2011-11,2011,Friday
536678,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-11-25 08:38:00,3.01,14968,United Kingdom,18.06,2011-11,2011,Friday
536678,85116,BLACK CANDELABRA T-LIGHT HOLDER,24,2011-11-25 08:38:00,2.09,14968,United Kingdom,50.16,2011-11,2011,Friday
536678,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-11-25 08:38:00,3.72,14968,United Kingdom,7.44,2011-11,2011,Friday
536678,22748,POPPY'S PLAYHOUSE KITCHEN,24,2011-11-25 08:38:00,2.26,14968,United Kingdom,54.24,2011-11,2011,Friday
536678,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-25 08:38:00,3.96,14968,United Kingdom,3.96,2011-11,2011,Friday
536678,85099B,JUMBO BAG RED RETROSPOT,4,2011-11-25 08:38:00,2.1,14968,United Kingdom,8.4,2011-11,2011,Friday
536678,21754,HOME BUILDING BLOCK WORD,4,2011-11-25 08:38:00,6.53,14968,United Kingdom,26.12,2011-11,2011,Friday
536678,47566,PARTY BUNTING,3,2011-11-25 08:38:00,5.44,14968,United Kingdom,16.32,2011-11,2011,Friday
536678,21777,RECIPE BOX WITH METAL HEART,2,2011-11-25 08:38:00,8.06,14968,United Kingdom,16.12,2011-11,2011,Friday
536678,48187,DOORMAT FAIRY CAKE,2,2011-11-25 08:38:00,7.53,14968,United Kingdom,15.06,2011-11,2011,Friday
536678,22195,LARGE HEART MEASURING SPOONS,1,2011-11-25 08:38:00,1.32,14968,United Kingdom,1.32,2011-11,2011,Friday
536678,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-11-25 08:38:00,2.22,14968,United Kingdom,6.66,2011-11,2011,Friday
536678,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-11-25 08:38:00,4.12,14968,United Kingdom,24.72,2011-11,2011,Friday
536679,22632,HAND WARMER RED POLKA DOT,2,2010-12-28 12:29:00,1.88,17708,United Kingdom,3.76,2010-12,2010,Tuesday
536679,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-28 12:29:00,1.66,17708,United Kingdom,9.96,2010-12,2010,Tuesday
536679,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-12-28 12:29:00,2.23,17708,United Kingdom,2.23,2010-12,2010,Tuesday
536679,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2010-12-28 12:29:00,2.85,17708,United Kingdom,17.1,2010-12,2010,Tuesday
536679,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2010-12-28 12:29:00,1.7,17708,United Kingdom,81.6,2010-12,2010,Tuesday
536679,47566,PARTY BUNTING,1,2010-12-28 12:29:00,5.39,17708,United Kingdom,5.39,2010-12,2010,Tuesday
536679,23203,JUMBO BAG BAROQUE BLACK WHITE,1,2010-12-28 12:29:00,1.91,17708,United Kingdom,1.91,2010-12,2010,Tuesday
536679,22356,CHARLOTTE BAG SUKI DESIGN,3,2010-12-28 12:29:00,1.73,17708,United Kingdom,5.19,2010-12,2010,Tuesday
536679,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-28 12:29:00,1.76,17708,United Kingdom,3.52,2010-12,2010,Tuesday
536679,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-12-28 12:29:00,2.66,17708,United Kingdom,5.32,2010-12,2010,Tuesday
536679,21754,HOME BUILDING BLOCK WORD,24,2010-12-28 12:29:00,6.27,17708,United Kingdom,150.48,2010-12,2010,Tuesday
536679,22112,CHOCOLATE HOT WATER BOTTLE,48,2010-12-28 12:29:00,7.2,17708,United Kingdom,345.6,2010-12,2010,Tuesday
536679,22752,SET 7 BABUSHKA NESTING BOXES,12,2010-12-28 12:29:00,8.16,17708,United Kingdom,97.92,2010-12,2010,Tuesday
536680,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-10-20 15:23:00,7.41,12441,United Kingdom,22.23,2011-10,2011,Thursday
536680,22356,CHARLOTTE BAG SUKI DESIGN,3,2011-10-20 15:23:00,1.62,12441,United Kingdom,4.86,2011-10,2011,Thursday
536680,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2011-10-20 15:23:00,3.01,12441,United Kingdom,12.04,2011-10,2011,Thursday
536680,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-20 15:23:00,4.54,12441,United Kingdom,4.54,2011-10,2011,Thursday
536680,23203,JUMBO BAG BAROQUE BLACK WHITE,4,2011-10-20 15:23:00,2.14,12441,United Kingdom,8.56,2011-10,2011,Thursday
536681,22196,SMALL HEART MEASURING SPOONS,6,2011-01-20 13:04:00,0.83,18193,EIRE,4.98,2011-01,2011,Thursday
536681,71053,WHITE METAL LANTERN,6,2011-01-20 13:04:00,3.42,18193,EIRE,20.52,2011-01,2011,Thursday
536681,22195,LARGE HEART MEASURING SPOONS,3,2011-01-20 13:04:00,1.28,18193,EIRE,3.84,2011-01,2011,Thursday
536682,22633,HAND WARMER UNION JACK,3,2011-10-30 09:48:00,1.81,14045,Switzerland,5.43,2011-10,2011,Sunday
536682,85099B,JUMBO BAG RED RETROSPOT,2,2011-10-30 09:48:00,1.85,14045,Switzerland,3.7,2011-10,2011,Sunday
536682,21755,LOVE BUILDING BLOCK WORD,1,2011-10-30 09:48:00,5.76,14045,Switzerland,5.76,2011-10,2011,Sunday
536682,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-10-30 09:48:00,2.2,14045,Switzerland,2.2,2011-10,2011,Sunday
536682,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-10-30 09:48:00,4.58,14045,Switzerland,4.58,2011-10,2011,Sunday
536682,22633,HAND WARMER UNION JACK,2,2011-10-30 09:48:00,1.9,14045,Switzerland,3.8,2011-10,2011,Sunday
536682,22196,SMALL HEART MEASURING SPOONS,48,2011-10-30 09:48:00,0.83,14045,Switzerland,39.84,2011-10,2011,Sunday
536682,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-30 09:48:00,2.52,14045,Switzerland,2.52,2011-10,2011,Sunday
536682,22195,LARGE HEART MEASURING SPOONS,1,2011-10-30 09:48:00,1.36,14045,Switzerland,1.36,2011-10,2011,Sunday
536682,22196,SMALL HEART MEASURING SPOONS,3,2011-10-30 09:48:00,0.86,14045,Switzerland,2.58,2011-10,2011,Sunday
536682,21755,LOVE BUILDING BLOCK WORD,48,2011-10-30 09:48:00,6.12,14045,Switzerland,293.76,2011-10,2011,Sunday
536682,48187,DOORMAT FAIRY CAKE,3,2011-10-30 09:48:00,7.37,14045,Switzerland,22.11,2011-10,2011,Sunday
536683,22748,POPPY'S PLAYHOUSE KITCHEN,3,2010-12-23 11:02:00,2.3,13886,United Kingdom,6.9,2010-12,2010,Thursday
536683,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-23 11:02:00,2.18,13886,United Kingdom,2.18,2010-12,2010,Thursday
536683,47566B,TEA TIME PARTY BUNTING,3,2010-12-23 11:02:00,5.02,13886,United Kingdom,15.06,2010-12,2010,Thursday
536683,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,12,2010-12-23 11:02:00,4.28,13886,United Kingdom,51.36,2010-12,2010,Thursday
536683,22615,SET OF 6 WOODLAND PAPER PLATES,24,2010-12-23 11:02:00,3.43,13886,United Kingdom,82.32,2010-12,2010,Thursday
536683,22617,SET OF 6 WOODLAND NAPKINS,1,2010-12-23 11:02:00,3.68,13886,United Kingdom,3.68,2010-12,2010,Thursday
536683,22748,POPPY'S PLAYHOUSE KITCHEN,4,2010-12-23 11:02:00,2.02,13886,United Kingdom,8.08,2010-12,2010,Thursday
536683,22745,POPPY'S PLAYHOUSE BEDROOM,3,2010-12-23 11:02:00,2.22,13886,United Kingdom,6.66,2010-12,2010,Thursday
536683,22356,CHARLOTTE BAG SUKI DESIGN,2,2010-12-23 11:02:00,1.72,13886,United Kingdom,3.44,2010-12,2010,Thursday
536683,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2010-12-23 11:02:00,1.69,13886,United Kingdom,10.14,2010-12,2010,Thursday
536683,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-12-23 11:02:00,6.44,13886,United Kingdom,19.32,2010-12,2010,Thursday
536684,21777,RECIPE BOX WITH METAL HEART,2,2011-08-30 09:43:00,8.32,16838,United Kingdom,16.64,2011-08,2011,Tuesday
536684,21777,RECIPE BOX WITH METAL HEART,1,2011-08-30 09:43:00,8.48,16838,United Kingdom,8.48,2011-08,2011,Tuesday
536685,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2010-12-06 09:24:00,4.54,14166,United Kingdom,4.54,2010-12,2010,Monday
536685,22195,LARGE HEART MEASURING SPOONS,2,2010-12-06 09:24:00,1.32,14166,United Kingdom,2.64,2010-12,2010,Monday
536685,85116,BLACK CANDELABRA T-LIGHT HOLDER,2,2010-12-06 09:24:00,2.03,14166,United Kingdom,4.06,2010-12,2010,Monday
536685,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2010-12-06 09:24:00,3.19,14166,United Kingdom,9.57,2010-12,2010,Monday
536685,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-06 09:24:00,12.3,14166,United Kingdom,12.3,2010-12,2010,Monday
536686,22196,SMALL HEART MEASURING SPOONS,12,2011-06-18 10:22:00,0.88,17898,Switzerland,10.56,2011-06,2011,Saturday
536686,22615,SET OF 6 WOODLAND PAPER PLATES,1,2011-06-18 10:22:00,3.44,17898,Switzerland,3.44,2011-06,2011,Saturday
536686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-06-18 10:22:00,2.69,17898,Switzerland,10.76,2011-06,2011,Saturday
536686,22632,HAND WARMER RED POLKA DOT,3,2011-06-18 10:22:00,1.8,17898,Switzerland,5.4,2011-06,2011,Saturday
536686,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2011-06-18 10:22:00,4.74,17898,Switzerland,18.96,2011-06,2011,Saturday
536686,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-06-18 10:22:00,7.13,17898,Switzerland,7.13,2011-06,2011,Saturday
536686,22423,REGENCY CAKESTAND 3 TIER,2,2011-06-18 10:22:00,12.91,17898,Switzerland,25.82,2011-06,2011,Saturday
536686,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,6,2011-06-18 10:22:00,2.14,17898,Switzerland,12.84,2011-06,2011,Saturday
536686,22356,CHARLOTTE BAG SUKI DESIGN,24,2011-06-18 10:22:00,1.64,17898,Switzerland,39.36,2011-06,2011,Saturday
536686,22195,LARGE HEART MEASURING SPOONS,12,2011-06-18 10:22:00,1.36,17898,Switzerland,16.32,2011-06,2011,Saturday
536686,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2011-06-18 10:22:00,3.73,17898,Switzerland,44.76,2011-06,2011,Saturday
536686,21754,HOME BUILDING BLOCK WORD,2,2011-06-18 10:22:00,6.02,17898,Switzerland,12.04,2011-06,2011,Saturday
536686,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-18 10:22:00,8.0,17898,Switzerland,8.0,2011-06,2011,Saturday
536687,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-02-23 17:03:00,3.21,13038,United Kingdom,19.26,2011-02,2011,Wednesday
536687,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-02-23 17:03:00,2.79,13038,United Kingdom,5.58,2011-02,2011,Wednesday
536688,22196,SMALL HEART MEASURING SPOONS,2,2011-02-08 15:31:00,0.9,16564,United Kingdom,1.8,2011-02,2011,Tuesday
536688,47566B,TEA TIME PARTY BUNTING,6,2011-02-08 15:31:00,4.84,16564,United Kingdom,29.04,2011-02,2011,Tuesday
536688,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-02-08 15:31:00,2.7,16564,United Kingdom,10.8,2011-02,2011,Tuesday
536688,48187,DOORMAT FAIRY CAKE,4,2011-02-08 15:31:00,6.99,16564,United Kingdom,27.96,2011-02,2011,Tuesday
536688,22195,LARGE HEART MEASURING SPOONS,1,2011-02-08 15:31:00,1.32,16564,United Kingdom,1.32,2011-02,2011,Tuesday
536688,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-02-08 15:31:00,2.13,16564,United Kingdom,8.52,2011-02,2011,Tuesday
536688,22195,LARGE HEART MEASURING SPOONS,1,2011-02-08 15:31:00,1.36,16564,United Kingdom,1.36,2011-02,2011,Tuesday
536688,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-02-08 15:31:00,7.26,16564,United Kingdom,21.78,2011-02,2011,Tuesday
536688,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-02-08 15:31:00,3.44,16564,United Kingdom,6.88,2011-02,2011,Tuesday
536688,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-02-08 15:31:00,7.39,16564,United Kingdom,14.78,2011-02,2011,Tuesday
536688,22310,IVORY KNITTED MUG COSY,12,2011-02-08 15:31:00,1.77,16564,United Kingdom,21.24,2011-02,2011,Tuesday
536688,22633,HAND WARMER UNION JACK,2,2011-02-08 15:31:00,1.84,16564,United Kingdom,3.68,2011-02,2011,Tuesday
536689,22356,CHARLOTTE BAG SUKI DESIGN,1,2011-10-20 17:25:00,1.77,14127,EIRE,1.77,2011-10,2011,Thursday
536690,21777,RECIPE BOX WITH METAL HEART,1,2011-08-07 08:22:00,7.91,12394,United Kingdom,7.91,2011-08,2011,Sunday
536690,48187,DOORMAT FAIRY CAKE,1,2011-08-07 08:22:00,7.67,12394,United Kingdom,7.67,2011-08,2011,Sunday
536690,48187,DOORMAT FAIRY CAKE,2,2011-08-07 08:22:00,6.74,12394,United Kingdom,13.48,2011-08,2011,Sunday
536690,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-08-07 08:22:00,2.02,12394,United Kingdom,6.06,2011-08,2011,Sunday
536690,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-08-07 08:22:00,1.71,12394,United Kingdom,20.52,2011-08,2011,Sunday
536690,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-08-07 08:22:00,2.48,12394,United Kingdom,9.92,2011-08,2011,Sunday
536690,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-08-07 08:22:00,3.83,12394,United Kingdom,7.66,2011-08,2011,Sunday
536690,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-08-07 08:22:00,6.85,12394,United Kingdom,6.85,2011-08,2011,Sunday
536690,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-08-07 08:22:00,4.78,12394,United Kingdom,9.56,2011-08,2011,Sunday
536690,23199,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-08-07 08:22:00,1.9,12394,United Kingdom,3.8,2011-08,2011,Sunday
536691,22632,HAND WARMER RED POLKA DOT,4,2011-11-29 11:07:00,1.87,13898,United Kingdom,7.48,2011-11,2011,Tuesday
536691,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-11-29 11:07:00,2.68,13898,United Kingdom,2.68,2011-11,2011,Tuesday
536691,23203,JUMBO BAG BAROQUE BLACK WHITE,48,2011-11-29 11:07:00,2.13,13898,United Kingdom,102.24,2011-11,2011,Tuesday
536691,22633,HAND WARMER UNION JACK,3,2011-11-29 11:07:00,1.87,13898,United Kingdom,5.61,2011-11,2011,Tuesday
536691,22632,HAND WARMER RED POLKA DOT,6,2011-11-29 11:07:00,1.85,13898,United Kingdom,11.1,2011-11,2011,Tuesday
536691,22615,SET OF 6 WOODLAND PAPER PLATES,24,2011-11-29 11:07:00,3.46,13898,United Kingdom,83.04,2011-11,2011,Tuesday
536692,48187,DOORMAT FAIRY CAKE,6,2011-02-06 09:06:00,7.26,12519,United Kingdom,43.56,2011-02,2011,Sunday
536692,22310,IVORY KNITTED MUG COSY,6,2011-02-06 09:06:00,1.58,12519,United Kingdom,9.48,2011-02,2011,Sunday
536692,22617,SET OF 6 WOODLAND NAPKINS,4,2011-02-06 09:06:00,3.7,12519,United Kingdom,14.8,2011-02,2011,Sunday
536692,22617,SET OF 6 WOODLAND NAPKINS,1,2011-02-06 09:06:00,3.44,12519,United Kingdom,3.44,2011-02,2011,Sunday
536692,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-02-06 09:06:00,8.14,12519,United Kingdom,8.14,2011-02,2011,Sunday
536692,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-06 09:06:00,1.79,12519,United Kingdom,1.79,2011-02,2011,Sunday
536692,22623,BOX OF VINTAGE JIGSAW BLOCKS,12,2011-02-06 09:06:00,5.27,12519,United Kingdom,63.24,2011-02,2011,Sunday
536693,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-11-07 14:12:00,4.48,16228,United Kingdom,13.44,2011-11,2011,Monday
